round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,action,amount,cputime
1,0,8,8,deal,0,♥Q ♠J,,20000,0.17546388888888848,0.3408523828739565,1000,0,0,0,20,0,30,20,1,8,130,0,8.074222222222154,0.4037111111111078,-14.736083333333346,-0.649072222222223,raise,0,0.12248516082763672
1,1,8,7,deal,0,♥Q ♠J,,20000,0.17546388888888848,0.3408523828739565,960,0,0,40,26,0,403,66,4,7,69,-40,16.818955555555362,0.22824722222221938,4.711947222222051,-0.649072222222223,raise,0,0.10072803497314453
1,2,8,7,flop,0,♥Q ♠J,♣A ♠9 ♥3,66,0.09848484848484848,0.2915436576499069,868,0,132,0,100,934,100,100,1,7,600,-132,-71.07575757575759,-0.31060606060606066,-130.16666666666669,-0.803030303030303,call,0,1.241384744644165
1,3,8,7,turn,0,♥Q ♠J,♣A ♠9 ♥3 ♠Q,56,0.16071428571428573,0.36726721073577023,768,0,232,0,100,1634,100,100,1,7,600,-232,43.10714285714289,0.125,-53.321428571428555,-0.6785714285714286,raise,0,1.2350988388061523
1,4,8,6,river,1,♥Q ♠J,♣A ♠9 ♥3 ♠Q ♠8,56,0.05357142857142857,0.20438434182606421,568,0,432,0,20,2934,0,0,8,6,0,-432,-294.82142857142856,-0.6785714285714286,-294.82142857142856,-0.8928571428571429,call,0,1.2410321235656738
1,5,8,6,river,0,♥Q ♠J,♣A ♠9 ♥3 ♠Q ♠8,338,0.09615384615384616,0.29101434520041447,548,0,432,20,52,2934,380,72,5,6,52,-452,-180.3461538461538,-0.423076923076923,-185.3461538461538,-0.8076923076923077,call,0,1.2527532577514648
2,0,8,8,deal,0,♦8 ♠7,,20000,0.13622083333333385,0.31092813198176145,3842,0,0,20,104,0,572,124,2,8,420,-20,11.13106666666718,0.08976666666667077,-46.08168333333305,-0.7275583333333323,raise,0,0.1157689094543457
2,1,8,8,flop,0,♦8 ♠7,♦6 ♥7 ♦10,61,0.14754098360655737,0.330725262325115,3614,0,248,0,100,1984,100,100,1,8,700,-248,62.754098360655746,0.180327868852459,-40.52459016393442,-0.7049180327868853,raise,0,1.2349269390106201
2,2,8,7,flop,0,♦8 ♠7,♦6 ♥7 ♦10,341,0.16324535679374388,0.3556617777861673,3414,0,248,200,48,1984,1692,248,4,2,144,-448,127.59726295210169,-0.6735092864125123,104.08993157380257,-0.6735092864125123,call,0,1.2546029090881348
2,3,8,7,turn,1,♦8 ♠7,♦6 ♥7 ♦10 ♣Q,37,0.08108108108108109,0.27295959292870475,3366,0,496,0,20,3820,0,0,8,2,0,-496,-206.27027027027026,-0.8378378378378378,-206.27027027027026,-0.8378378378378378,call,0,1.238692045211792
2,4,8,7,turn,0,♦8 ♠7,♦6 ♥7 ♦10 ♣Q,171,0.06432748538011696,0.23311264828064032,3346,0,496,20,20,3820,60,40,1,2,20,-516,-285.1228070175439,-0.8713450292397661,-286.4093567251462,-0.8713450292397661,call,0,1.2457749843597412
2,5,8,7,river,1,♦8 ♠7,♦6 ♥7 ♦10 ♣Q ♥4,57,0.03508771929824561,0.1840015523105529,3326,0,536,0,20,3900,0,0,8,2,0,-536,-419.1578947368421,-0.9298245614035088,-419.1578947368421,-0.9298245614035088,call,0,1.2325479984283447
2,6,8,7,river,0,♦8 ♠7,♦6 ♥7 ♦10 ♣Q ♥4,247,0.02631578947368421,0.15687932607285482,3306,0,536,20,20,3900,60,40,1,2,20,-556,-471.2631578947369,-0.9473684210526316,-471.7894736842105,-0.9473684210526316,call,0,1.247023105621338
3,0,8,8,deal,0,♠8 ♦J,,20000,0.13419583333333365,0.30772354874068397,3276,0,0,10,134,0,559,144,2,8,593,-10,10.593600000000379,0.07356666666666922,-68.98452916666649,-0.7316083333333327,raise,0,0.1172800064086914
3,1,8,8,flop,1,♠8 ♦J,♦7 ♠4 ♣7,42,0.11904761904761904,0.32384453592227247,2998,0,288,0,20,2304,0,0,8,8,0,-288,-33.71428571428572,-0.04761904761904767,-33.71428571428572,-0.7619047619047619,call,0,1.236497163772583
