round_id,turn,N,Nnf,roundName,first,hole,board,Nsim,prWin,prWinStd,chips,reld,pot,bet,minBet,maxBet,sumPot_all,sumBet_all,maxBet_all,N_maxBet_all,N_canraise,sumMinBet_all,util_fold,util_call,util_raise_coeff,util_call2,util_raise_coeff2,maxRoundBet,action,amount,cputime
1,0,4,4,deal,0,♠3 ♣3,,20000,0.2446696428571734,0.3283337008446741,980,0,0,20,0,1000,0,80,20,4,4,0,-20,-0.4264285714261291,-0.021321428571306367,-0.4264285714261291,-0.5106607142856532,279.12647767944827,check,0,0.09779024124145508
1,1,4,4,flop,0,♠3 ♣3,♥8 ♣K ♣A,125,0.176,0.3808201675331809,980,0,20,0,20,980,80,20,20,1,4,60,-20,-11.840000000000003,-0.29600000000000004,-22.400000000000002,-0.648,192.5681267746123,call,0,1.2411918640136719
2,0,4,3,deal,0,♣4 ♥10,,20000,0.207771428571434,0.3047445206216248,970,0,0,10,10,980,0,50,20,2,3,10,-10,-7.533714285713961,-0.3766857142856981,-9.6114285714283,-0.584457142857132,230.90475467368535,call,0,0.1094369888305664
2,1,4,3,flop,1,♣4 ♥10,♥K ♠K ♥5,38,0.16447368421052633,0.3639888472006067,960,0,20,0,20,960,60,0,0,4,3,0,-20,-30.13157894736842,-0.506578947368421,-30.13157894736842,-0.6710526315789473,177.550100348766,fold,0,1.2382287979125977
3,0,4,4,deal,0,♦Q ♥8,,20000,0.2813964285714582,0.33351718823411103,960,0,0,0,20,960,0,50,20,2,4,30,0,2.511714285716657,0.12558571428583276,-5.93017857142709,-0.4372071428570836,326.5039717543411,raise,0,0.09470176696777344
3,1,4,4,flop,0,♦Q ♥8,♥10 ♦6 ♠4,176,0.17045454545454544,0.37223498532180005,920,0,40,0,20,920,160,60,20,3,4,20,-40,-19.090909090909093,-0.31818181818181823,-22.5,-0.6590909090909092,182.1531032463359,call,0,1.2447149753570557
3,2,4,4,turn,0,♦Q ♥8,♥10 ♦6 ♠4 ♦8,178,0.4297752808988764,0.4936233325574732,900,0,60,0,20,900,240,60,20,3,4,20,-60,57.52808988764045,0.7191011235955056,48.932584269662925,-0.1404494382022472,543.7741531946499,raise,0,1.2492258548736572
3,3,4,3,river,0,♦Q ♥8,♥10 ♦6 ♠4 ♦8 ♣3,322,0.3555900621118012,0.4762526401948263,860,0,100,0,100,860,400,200,100,2,3,100,-100,48.913043478260846,0.06677018633540355,13.354037267080741,-0.28881987577639756,419.5107152575143,raise,0,1.2566337585449219
4,0,4,4,deal,0,♦5 ♦Q,,20000,0.28632678571431436,0.34844018650152403,660,0,0,0,20,660,0,30,20,1,4,50,0,2.9061428571451486,0.14530714285725743,-11.410196428570568,-0.4273464285713713,299.5254568809516,raise,0,0.09398794174194336
4,1,4,4,deal,0,♦5 ♦Q,,20000,0.28632678571431436,0.34844018650152403,620,0,0,40,740,660,0,2020,780,3,2,620,-40,95.9027142857899,-0.4273464285713713,-81.619892857085,-0.4273464285713713,295.0213146722155,call,0,0.07747292518615723
5,0,4,4,deal,0,♦J ♦6,,20000,0.2735273809524046,0.3441689990782183,960,1,0,40,0,1000,0,160,40,4,4,0,-40,3.764380952384734,0.09410952380961835,3.764380952384734,-0.4529452380951908,209.07301936815864,raise,0,0.10876798629760742
5,1,4,4,flop,0,♦J ♦6,♠2 ♥A ♥4,84,0.0744047619047619,0.2581405633632861,920,1,80,0,40,920,320,40,40,1,4,120,-80,-84.28571428571428,-0.7023809523809523,-93.21428571428572,-0.8511904761904762,49.554173133471444,fold,0,1.2397160530090332
6,0,4,3,deal,0,♣Q ♣5,,20000,0.28632678571431436,0.34844018650152403,900,1,0,20,20,920,0,100,40,2,3,20,-20,-5.6407857142822735,-0.14101964285705693,-11.367321428568566,-0.4273464285713713,213.94675491496542,call,0,0.08859896659851074
6,1,4,3,flop,1,♣Q ♣5,♣7 ♦9 ♣3,42,0.4166666666666667,0.4869324127670847,880,1,40,0,40,880,120,0,0,4,3,0,-40,-30.0,0.25,-30.0,-0.16666666666666663,338.25232993044006,raise,0,1.2318711280822754
6,2,4,2,turn,1,♣Q ♣5,♣7 ♦9 ♣3 ♣10,33,0.9090909090909091,0.28747978728803447,840,1,80,0,40,840,200,0,0,4,2,0,-80,61.81818181818181,0.8181818181818181,61.81818181818181,0.8181818181818181,1472.804275902355,raise,0,1.2429521083831787
6,3,4,2,river,1,♣Q ♣5,♣7 ♦9 ♣3 ♣10 ♥5,80,0.9875,0.11110243021644485,800,1,120,0,40,800,280,0,0,4,2,0,-120,116.5,0.9750000000000001,116.5,0.9750000000000001,2632.961567375135,raise,0,1.2399308681488037
7,0,4,3,deal,0,♠4 ♠8,,20000,0.2846791666666939,0.35505240671542815,1120,1,0,0,40,1120,0,60,40,1,3,60,0,-5.838499999996728,-0.14596249999991828,-22.919249999998364,-0.4306416666666122,237.08765249635152,fold,0,0.10278034210205078
8,0,4,4,deal,0,♣3 ♣9,,20000,0.22961785714286995,0.33176989786066446,1120,1,0,0,40,1120,0,60,40,1,4,100,0,-3.261142857140811,-0.08152857142852021,-26.2229285714278,-0.54076428571426,184.6097637834667,fold,0,0.10214710235595703
9,0,4,3,deal,0,♥8 ♠4,,20000,0.2349678571428733,0.31695722251498776,1040,1,0,80,0,1120,0,240,80,3,3,0,-80,-23.607714285710408,-0.2950964285713801,-23.607714285710408,-0.5300642857142535,182.3889138745421,check,0,0.08748960494995117
9,1,4,3,flop,0,♥8 ♠4,♥A ♠9 ♠7,94,0.10638297872340426,0.29056383582441836,1040,1,80,0,80,1040,240,80,80,1,3,160,-80,-108.93617021276596,-0.6808510638297872,-125.95744680851064,-0.7872340425531915,76.59398946162634,fold,0,1.2386131286621094
10,0,4,3,deal,0,♥3 ♠5,,20000,0.21658154761906118,0.31507732706498615,1000,1,0,40,40,1040,0,200,80,2,3,40,-40,-28.02042857142532,-0.3502553571428164,-36.68369047618776,-0.5668369047618776,162.957355005464,call,0,0.10870575904846191
10,1,4,3,flop,1,♥3 ♠5,♣6 ♥10 ♥Q,51,0.09803921568627451,0.29736766447260987,960,1,80,0,80,960,240,0,0,4,3,0,-80,-136.47058823529412,-0.7058823529411764,-136.47058823529412,-0.803921568627451,67.50973870609715,fold,0,1.2364881038665771
11,0,4,3,deal,0,♠Q ♠4,,20000,0.27398809523812034,0.3437362778034095,960,1,0,0,80,960,0,120,80,1,3,120,0,-14.242857142851122,-0.17803571428563902,-47.12142857142556,-0.4520238095237593,209.48807207322594,fold,0,0.11213016510009766
12,0,4,4,deal,0,♥4 ♣4,,20000,0.26457976190480054,0.3245200241768285,960,1,0,0,80,960,0,120,80,1,4,200,0,4.665523809536168,0.05831904761920215,-48.25042857142394,-0.4708404761903989,201.06397991085225,raise,0,0.09384799003601074
12,1,4,3,flop,0,♥4 ♣4,♥2 ♦5 ♣7,109,0.25688073394495414,0.4369130605427764,800,1,160,0,100,800,480,200,100,2,3,100,-160,-59.63302752293578,-0.22935779816513757,-85.32110091743118,-0.4862385321100917,178.39301406198817,call,0,1.2428920269012451
12,2,4,3,turn,0,♥4 ♣4,♥2 ♦5 ♣7 ♥J,108,0.19444444444444445,0.39577241246597245,700,1,260,0,100,700,780,200,100,2,3,100,-260,-150.0,-0.41666666666666663,-169.44444444444443,-0.6111111111111112,122.70097953790209,call,0,1.240614891052246
12,3,4,3,river,0,♥4 ♣4,♥2 ♦5 ♣7 ♥J ♠J,158,0.7151898734177216,0.451323961671065,600,1,360,0,100,600,1080,200,100,2,3,100,-360,526.9620253164558,1.1455696202531644,455.44303797468365,0.4303797468354431,670.784931934746,raise,0,1.2463929653167725
13,0,4,4,deal,0,♣5 ♦Q,,20000,0.2443386904762102,0.3153218356321198,240,1,0,160,0,400,0,640,160,4,4,0,-160,-3.6232380952254744,-0.02264523809515917,-3.6232380952254744,-0.5113226190475796,115.96526534731896,check,0,0.10257816314697266
13,1,4,4,flop,0,♣5 ♦Q,♣J ♣9 ♦5,72,0.3125,0.4521361336293897,240,1,160,0,160,240,640,160,160,1,4,480,-160,80.0,0.25,-70.0,-0.375,155.09392525125313,raise,0,1.2409920692443848
14,0,4,3,deal,0,♣Q ♣10,,20000,0.352651785714328,0.36954070571549813,1280,1,0,80,80,1360,0,400,160,2,3,80,-80,9.272857142877427,0.05795535714298383,-18.939285714268806,-0.29469642857134404,330.97274125193366,raise,0,0.10616588592529297
14,1,4,3,flop,1,♣Q ♣10,♥A ♠6 ♥Q,34,0.4411764705882353,0.49652773576865095,1040,1,320,0,160,1040,960,0,0,4,3,0,-320,-56.470588235294144,0.32352941176470584,-56.470588235294144,-0.11764705882352944,396.27037542613556,raise,0,1.2348642349243164
14,2,4,3,turn,1,♣Q ♣10,♥A ♠6 ♥Q ♦8,37,0.6756756756756757,0.4681218398834804,880,1,480,0,160,880,1440,0,0,4,3,0,-480,332.9729729729729,1.0270270270270272,332.9729729729729,0.3513513513513513,706.638971999428,raise,0,1.243858814239502
14,3,4,2,river,1,♣Q ♣10,♥A ♠6 ♥Q ♦8 ♣3,51,0.5098039215686274,0.4999038738816456,720,1,640,0,160,720,1760,0,0,4,2,0,-640,97.25490196078431,0.019607843137254832,97.25490196078431,0.019607843137254832,409.34020718004405,raise,0,1.2324879169464111
15,0,4,3,deal,0,♥5 ♥Q,,20000,0.28632678571431436,0.34844018650152403,560,1,0,0,160,560,0,240,160,1,3,240,0,-22.563142857129094,-0.14101964285705693,-91.28157142856455,-0.4273464285713713,175.66154614070845,fold,0,0.08715391159057617
16,0,4,4,deal,0,♥J ♠8,,20000,0.2672047619047831,0.33252759925016373,560,1,0,0,140,560,0,220,140,1,3,340,0,9.634666666678527,-0.19838571428565066,-81.21495238094772,-0.4655904761904338,161.892565609992,call,0,0.0923001766204834
